TYPE,SITE_ID,SITE_PID,SITE_TYPE,NAME_ENG,NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,REALM,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,GOVSUBTYPE,OWN_TYPE,OWNSUBTYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,PRNT_ISO3,ISO3,SUPP_INFO,CONS_OBJ,INLND_WTRS,OECM_ASMT
Polygon,555544143,555544143,PA,Parininihi,Parininihi,Marine Reserve,Marine Reserve,National,Ia,Not Applicable,Marine,18.459283,18.2909643746812,18.4592838729,18.4682144131292,All ,18.459283,Designated,2006,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Department of Conservation,Not Reported,State Verified,1773,NZL,NZL,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,357026,357026,PA,Point Nepean,Point Nepean,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0.434346421607795,5.3987469673,5.39874730336194,Not Applicable,0,Designated,2005,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-VIC_DEECA,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,4326,4326,PA,Durmitor National Park,Parc national de Durmitor,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii);(x),Terrestrial,0,0,321,360.000221402125,Not Applicable,0,Inscribed,1980,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,MNE,MNE,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,10747,10747,PA,Huascarán National Park,Parc national de Huascarán,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii),Terrestrial,0,0,3400,3396.83920785558,Not Applicable,0,Inscribed,1985,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,PER,PER,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555784005,555784005,PA,"Getbol, Korean Tidal Flats","Getbol, Korean Tidal Flats",World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(x),Coastal,0,1032.16913212864,1284.11,1276.96247614024,Not Reported,0,Inscribed,2021,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,KOR,KOR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555622042,555622042,PA,Hubei Shennongjia,Shennongjia au Hubei,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0,796.24,732.813990482715,Not Applicable,0,Inscribed,2016,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CHN,CHN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,35897,35897,PA,Conscience Point National Wildlife Refuge,Conscience Point National Wildlife Refuge,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,Terrestrial,0,0,0.2484189949,0.248418659988123,All ,0,Designated,1971,Federal or national ministry or agency,Not Applicable,State,Not Applicable,U.S. Fish and Wildlife Service,Site-Specific Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,755,755,PA,Meru,Meru,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,870,871.325658314517,Not Applicable,0,Designated,1966,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Kenya Wildlife Service,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555547355,555547355,PA,Lovers Point State Marine Reserve,Lovers Point State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,Marine,0,0.711443160171045,0.7648995778,0.76489928501428,All ,0,Designated,2007,Sub-national ministry or agency,Not Applicable,State,Not Applicable,State Fish and Wildlife,MPA Programmatic Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,9782,9782,PA,Ras Mohammed,محمية رأس محمد,متنزه وطني,National Park,National,II,Not Applicable,Coastal,337,589.132412044953,850,785.50245472955,Not Reported,0,Designated,1983,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Egyptian Environmental Affairs Agency (EEAA),Not Reported,State Verified,1814,EGY,EGY,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,606,606,PA,Bouba Ndjida,Bouba Ndjida,Parc National,National Park,National,II,Not Applicable,Terrestrial,0,0,2200,2115.47176412852,Not Applicable,0,Designated,1968,Federal or national ministry or agency,Not Applicable,State,Not Applicable,State,Available 2010,State Verified,1957,CMR,CMR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,4322,4322,PA,Ichkeul National Park,Parc national de l'Ichkeul,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(x),Terrestrial,0,0,126,124.196787922554,Not Applicable,0,Inscribed,1980,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,TUN,TUN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,2004,2004,PA,Dinosaur Provincial Park,Parc provincial Dinosaur,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii),Terrestrial,0,0,78.25,83.9424807211215,Not Applicable,0,Inscribed,1979,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CAN,CAN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,20062,20062,PA,Sian Ka'an,Sian Ka'an,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(x),Coastal,1531.358,1575.69838282388,5280,5282.98672074833,Not Reported,0,Inscribed,1987,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Ministry of the Environment and Natural Resources through the National Commission of Natural Protected Areas,Not Reported,State Verified,946,MEX,MEX,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,67735,67735,PA,Mata Atlântica (including Sao Paulo Green Belt),Mata Atlântica (including Sao Paulo Green Belt),UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,,294734.84,,Not Applicable,0,Designated,1993,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,988,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,10907,10907,PA,"Mana Pools National Park, Sapi and Chewore Safari Areas","Parc national de Mana Pools, aires de safari Sapi et Chewore",World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(x),Terrestrial,0,0,6766,6715.5235449907,Not Applicable,0,Inscribed,1984,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ZWE,ZWE,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,328991,328991,PA,"Zones Ia, Ib kai Ic Ethnikou Parkou Pindou","Zones Ia, Ib kai Ic Ethnikou Parkou Pindou",Periochi prostasias tis fysis se ethniko parko,Nature reserve zone in National Park,National,II,Not Applicable,Terrestrial,0,0,138.6484179688,138.518459382029,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Ministry of Environment, Energy and Climate Change - Directorate General for the Environment",Not Reported,State Verified,2013,GRC,GRC,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555577560,555577560,PA,"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Antigua Ciudad Maya de Calakmul, Campeche",World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(i);(ii);(iii);(iv);(ix);(x),Terrestrial,0,0,3313.97,3277.3860760604,Not Applicable,0,Inscribed,2002,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Ministry of the Environment and Natural Resources through the National Commission of Natural Protected Areas jointly with the National Institute of Anthropology and History of the National Commission for Culture and Arts (CONACULTA),Not Reported,State Verified,946,MEX,MEX,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555622043,555622043,PA,Khangchendzonga National Park,Parc national de Khangchendzonga,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(iii);(vi);(vii);(x),Terrestrial,0,0,1784,1738.98456585027,Not Applicable,0,Inscribed,2016,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,5001,5001,PA,Lord Howe Island Group,Îles Lord Howe,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(x),Marine,0,1444.24280389994,1463,1461.06917721604,Not Reported,0,Inscribed,1982,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,AUS,AUS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,902489,902489,PA,West Norwegian Fjords – Geirangerfjord and Nærøyfjord,Fjords de l’Ouest de la Norvège – Geirangerfjord et Nærøyfjord,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii),Coastal,0,145.435961175607,1227.12,1230.84485959759,Not Reported,0,Inscribed,2005,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,NOR,NOR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,555547577,555547577,PA,Lake Vänern Archipielago,Lake Vänern Archipielago,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,,162.81,,Not Applicable,0,Designated,2010,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1688,SWE,SWE,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555547987,555547987,PA,Lakes of Ounianga,Lacs d'Ounianga,Site du Patrimoine Mondial (naturel ou mixte),World Heritage Site (natural or mixed),International,Not Applicable,(vii),Terrestrial,0,0,628.08,628.910123181538,Not Applicable,0,Inscribed,2012,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,TCD,TCD,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555784006,555784006,PA,Hyrcanian Forests,Hyrcanian Forests,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix),Terrestrial,0,0,1450.0474,1452.4062453254,Not Applicable,0,Inscribed,2019,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,AZE;IRN,AZE;IRN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,220260,220260,PA,Huanglong,Huanglong,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,,1380,,Not Applicable,0,Designated,2000,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,988,CHN,CHN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555622040,555622040,PA,Western Tien-shan,Tien Shan occidental,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(x),Terrestrial,0,0,5281.776,3402.47797883488,Not Applicable,0,Inscribed,2016,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,KAZ;KGZ;UZB,KAZ;KGZ;UZB,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,478637,478637,PA,Göreme National Park and the Rock Sites of Cappadocia,Parc national de Göreme et sites rupestres de Cappadoce,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(i);(iii);(v);(vii),Terrestrial,0,0,98.8381,91.9043665218661,Not Applicable,0,Inscribed,1985,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,TUR,TUR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,900628,900628,PA,Alejandro de Humboldt National Park,Parc national Alejandro de Humboldt,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,22.2667510578336,711.4,691.01218052488,Not Applicable,0,Inscribed,2001,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CUB,CUB,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,902480,902480,PA,Dong Phayayen-Khao Yai Forest Complex,Complexe forestier de Dong Phayayen-Khao Yai,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(x),Terrestrial,0,0,6155,6181.97593145889,Not Applicable,0,Inscribed,2005,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,THA,THA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555703204,555703204,PA,Migratory Bird Sanctuaries along the Coast of Yellow Sea-Bohai Gulf of China,Migratory Bird Sanctuaries along the Coast of Yellow Sea-Bohai Gulf of China,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(x),Coastal,0,2139.01577566865,2897.1094,2591.46577199683,Not Reported,0,Inscribed,2019,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CHN,CHN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555569934,555569934,PA,Lantang - Buffer Zone,लामटाङ्ग मध्यवर्ती क्षेत्र,मध्यवर्ती क्षेत्र,National Park - Buffer Zone,National,VI,Not Applicable,Terrestrial,0,0,420,467.667774964002,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Department of National Parks and Wildlife Conservation (DNPWC),Not Reported,State Verified,1778,NPL,NPL,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555744966,555744966_9,PA,Moheli - Zone de transition,Moheli - Zone de transition,Reserve de Biosphère,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Coastal,6.1099137502,17.9811775739024,52.20470047,52.2208474024885,All ,6.1099137502,Designated,2021,Collaborative governance,Not Reported,State,Not Applicable,National commitee,Not Reported,State Verified,1801,COM,COM,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555545585,555545585,PA,Redhill Common,Redhill Common,Local Nature Reserve,Local Nature Reserve,National,IV,Not Applicable,Terrestrial,0,0,0.0712553534,0.071308909126367,Not Applicable,0,Designated,2006,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,2113,GBR,GBR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,903141,903141,PA,Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,Forêts primaires de hêtres des Carpates et d’autres régions d’Europe,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix),Terrestrial,0,0.058209824878222,981.2496,924.406543999202,Not Applicable,0,Inscribed,2007,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ALB;AUT;BEL;BGR;DEU;ESP;HRV;ITA;ROU;SVK;SVN;UKR,ALB;AUT;BEL;BGR;DEU;ESP;HRV;ITA;ROU;SVK;SVN;UKR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,93295,93295,PA,Waterton Glacier International Peace Park,Parc international de la paix Waterton-Glacier,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii),Terrestrial,0,0,4576.14,4579.70181329243,Not Applicable,0,Inscribed,1995,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CAN;USA,CAN;USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,2091,2091,PA,Lal Suhanra,Lal Suhanra,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,,657.889026,,Not Applicable,0,Designated,2023,Sub-national ministry or agency,Not Applicable,State,Not Applicable,Sub-national (Provincial Wildlife Department),Not Reported,State Verified,988,PAK,PAK,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,12209,12209,PA,Škocjan Caves,Grottes de Škocjan,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii),Terrestrial,0,0,4.13,4.01115066450867,Not Applicable,0,Inscribed,1986,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,SVN,SVN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,900633,900633,PA,Swiss Alps Jungfrau-Aletsch,Alpes suisses Jungfrau-Aletsch,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(viii),Terrestrial,0,0,824,825.987992763483,Not Applicable,0,Inscribed,2001,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CHE,CHE,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,900010,900010,PA,Uluru-Kata Tjuta National Park,Parc national d'Uluru-Kata Tjuta,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(v);(vi);(vii);(viii),Terrestrial,0,0,1325.66,1328.41300277468,Not Applicable,0,Inscribed,1987,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,AUS,AUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555632012,555632012,PA,VEP nr.E01389,VEP nr.E01389,Võtmebiotoop ehk vääriselupaik,Woodland key habitat,National,Not Assigned,Not Applicable,Terrestrial,0,0,0.0517000008,0.051676412928028,Not Applicable,0,Designated,2001,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Ministry of Environment, Narva mnt 7a, Tallinn, Estonia",Not Reported,State Verified,2013,EST,EST,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,4376,4376,PA,Slovenský kras,Slovenský kras,Národný park; tretí stupeň ochrany,National Park; third level of protection,National,V,Not Applicable,Terrestrial,0,0,355.135625,355.135608927913,Not Applicable,0,Designated,2002,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"State Nature Conservancy of the Slovak Republic, Tajovskeho 28B, 974 01 Banska Bystrica",Not Reported,State Verified,2013,SVK,SVK,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,555547579,555547579,PA,Bras d'Or,Bras d'Or,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Marine,0,,771.2,,Not Reported,0,Designated,2011,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1688,CAN,CAN,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,5555746,5555746,PA,Edwin B. Forsythe National Wildlife Refuge,Edwin B. Forsythe National Wildlife Refuge,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,Terrestrial,0,6.53352931384708,175.5978342705,175.597810723702,Part,0,Designated,1939,Federal or national ministry or agency,Not Applicable,State,Not Applicable,U.S. Fish and Wildlife Service ; City Land ; County Land ; Non-Governmental Organization ; Private,Site-Specific Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,198293,198293,PA,Atlantic Forest South-East Reserves,Forêt atlantique – Réserves du sud-est,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(x),Terrestrial,0,69.2853631499425,4681.93,4412.57983682955,Not Applicable,0,Inscribed,1999,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,198301,198301,PA,Western Caucasus,Western Caucasus,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0,2989.03,2877.0611198002,Not Applicable,0,Inscribed,1999,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,RUS,RUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555643714,555643714,PA,Sant d'Eau,Sant d'Eau,Parc National,National Park,National,III,Not Applicable,Terrestrial,0,0,6.48,6.47220190855843,Not Applicable,0,Designated,2017,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Not Reported,Not Reported,State Verified,1640,HTI,HTI,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,902373,902373,PA,Ilulissat Icefjord,Ilulissat Icefjord,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii),Terrestrial,0,396.609954002285,3998,4027.0666723893,Not Applicable,0,Inscribed,2004,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,DNK,GRL,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,23883,23883,PA,Crows Nest,Crows Nest,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,17.9618587494,17.9618594282193,Not Applicable,0,Designated,2006,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-QLD_DES,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,186582,186582,PA,VEP nr.122001,VEP nr.122001,Võtmebiotoop ehk vääriselupaik,Woodland key habitat,National,Not Assigned,Not Applicable,Terrestrial,0,0,0.0108000004,0.0107610787782632,Not Applicable,0,Designated,2003,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Ministry of Environment, Narva mnt 7a, Tallinn, Estonia",Not Reported,State Verified,2013,EST,EST,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,10744,10744,PA,Kaziranga National Park,Parc national de Kaziranga,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0,429.96,432.200265618519,Not Applicable,0,Inscribed,1985,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,IND,IND,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,198302,198302,PA,iSimangaliso Wetland Park – Maputo National Park,iSimangaliso Wetland Park – Maputo National Park,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(x),Coastal,0,1508.07826561606,3974.71,3977.09990036693,Not Reported,0,Inscribed,1999,Federal or national ministry or agency,Not Applicable,State,Not Applicable,iSimangaliso Wetland Park Authority,Not Reported,State Verified,946,MOZ;ZAF,MOZ;ZAF,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,2010,2010,PA,Ngorongoro Conservation Area,Zone de conservation de Ngorongoro,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(iv);(ix);(vii);(viii);(x),Terrestrial,0,0,8094.4,8271.34154706358,Not Applicable,0,Inscribed,1979,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,TZA,TZA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,198294,198294,PA,Miguasha National Park,Parc national de Miguasha,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(viii),Coastal,0,0.23309313985528,0.873,0.72622479697598,Not Reported,0,Inscribed,1999,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CAN,CAN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555542336,555542336,PA,Ogasawara Islands,小笠原,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix),Coastal,15.81,17.3687357625087,79.39,79.423518061047,Not Reported,0,Inscribed,2011,Not Reported,Not Applicable,Individual landowners,Not Applicable,Ministry of the Environment,Not Reported,State Verified,946,JPN,JPN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,903138,903138,PA,Socotra Archipelago,Archipel de Socotra,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(x),Coastal,0,1392.36320813132,4104.6,4227.82618393334,Not Reported,0,Inscribed,2008,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,YEM,YEM,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,900660,900660,PA,West Polesie,West Polesie,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,,1399.17,,Not Applicable,0,Designated,2002,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,988,POL,POL,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,9614,9614,PA,Sangay National Park,Parc national Sangay,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(viii);(x),Terrestrial,0,0,2719.25,2509.80469067283,Not Applicable,0,Inscribed,1983,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ECU,ECU,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,172783,172783,PA,Liepniekvalka alas (Peldangas labirints),Liepniekvalka alas (Peldangas labirints),Dabas piemineklis,Nature Monument,National,III,Not Applicable,Terrestrial,0,0,0.0583263016,0.058358370266341,Not Applicable,0,Designated,2001,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"MEPRD. Ministry of Environmental Protection and Regional Development. Peldu iela 25, Riga, LV-1494, Latvia",Not Reported,State Verified,2013,LVA,LVA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555557115,555557115,PA,Outer Thames Estuary,Outer Thames Estuary,Marine Protected Area (OSPAR),Marine Protected Area (OSPAR),Regional,Not Reported,Not Applicable,Marine,0,3793.6310197906,0,3794.34714859176,Not Reported,0,Designated,2011,Collaborative governance,Not Reported,Not Reported,Not Applicable,OSPAR Commission,http://mpa.ospar.org/home_ospar/mpa_datasheets,State Verified,883,GBR,GBR,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2013,2013,PA,Yellowstone National Park,Parc national de Yellowstone,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(viii);(x),Terrestrial,0,0,8983.49,8904.69235035892,Not Applicable,0,Inscribed,1978,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,93767,93767,PA,Gough and Inaccessible Islands,Îles de Gough et Inaccessible,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(x),Marine,0,3912.42854552296,79,3991.40806085118,Not Reported,0,Inscribed,1995,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,GBR,SHN,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,5555963,5555963,PA,North Pond State Nature Preserve,North Pond State Nature Preserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,Terrestrial,0,0,0.1747124627,0.174712564991126,All ,0,Designated,1999,Sub-national ministry or agency,Not Applicable,State,Not Applicable,State Department of Natural Resources,Site-Specific Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,67725,67725,PA,Komodo National Park,Parc national de Komodo,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(x),Coastal,1301.77,1193.33137562018,2193.22,1774.41883499284,Not Reported,0,Inscribed,1991,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,IDN,IDN,Not Applicable,Not Applicable,Not Reported,Not Applicable
